id,title,release_year,release_date,vote_average,popularity,vote_count
22311,The Inglorious Bastards,1978,1978-02-08,5.9,9.461686,63.0
13249,Seraphim Falls,2006,2006-09-13,6.4,5.034585,147.0
175027,Double Harness,1933,1933-07-21,8.0,0.561833,3.0
1272,Sunshine (2007),2007,2007-04-05,7.0,12.715571,1210.0
23024,Judge Priest,1934,1934-09-28,6.2,0.380048,5.0
1590,Copying Beethoven,2006,2006-09-10,6.3,2.331416,44.0
32390,Royal Palace,2005,2005-11-23,5.8,4.057695,73.0
9903,The Hoax,2006,2006-10-14,6.4,4.78586,60.0
28433,No Way Out (1950),1950,1950-08-16,6.3,4.665032,8.0
22549,Ulysses' Gaze,1995,1995-05-24,7.1,1.605995,12.0
10798,Sky Fighters,2005,2005-10-15,6.4,10.77037,44.0
47848,Scent of a Woman (1974),1974,1974-12-25,7.4,1.96765,28.0
102227,"Welcome Back, Mr. McDonald",1997,1997-11-08,7.3,1.186608,10.0
13377,How the Grinch Stole Christmas!,1966,1966-12-18,7.2,6.353239,364.0
14945,Origin: Spirits of the Past,2006,2006-01-07,6.6,11.02494,40.0
11515,Goya's Ghosts,2006,2006-11-08,6.6,5.91265,100.0
7183,Perfect Stranger,2007,2007-04-12,5.4,9.925255,242.0
8271,Disturbia,2007,2007-04-12,6.6,18.006896,1038.0
1534,Pathfinder (2007),2007,2007-01-11,5.4,11.101549,173.0
13158,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,2007-04-13,6.5,2.813335,35.0
118536,The Private Affairs of Bel Ami,1947,1947-04-25,6.8,0.397268,5.0
23397,Straight Time,1978,1978-03-18,6.8,2.352594,34.0
35838,Tristana,1970,1970-03-29,7.2,7.530264,42.0
20405,Puccini for Beginners,2006,2006-01-01,6.1,1.610123,7.0
18777,Slow Burn (2005),2005,2005-09-12,5.5,6.300001,16.0
16392,Redline (2007),2007,2007-04-13,4.5,3.215155,46.0
17422,Summer Palace,2006,2006-05-18,7.2,0.945871,10.0
63951,In the Year of the Pig,1969,1969-02-26,6.0,0.485044,6.0
32627,The MacKintosh Man,1973,1973-01-01,6.4,7.051042,20.0
1407,La Vie en Rose,2007,2007-02-08,7.3,11.710507,433.0
81309,Man - Woman Wanted,1973,1973-04-22,7.2,0.20497,5.0
15534,Griffin & Phoenix,2006,2006-09-12,6.6,13.534117,31.0
30694,The Resurrected,1991,1991-10-06,6.6,1.857722,26.0
1441,The Contract,2006,2006-04-05,5.5,5.615957,152.0
6145,Fracture (2007),2007,2007-04-20,7.1,10.113628,908.0
9843,Big Nothing,2006,2006-12-01,6.5,11.802069,130.0
54659,Woman on the Beach,2006,2006-08-31,7.4,0.882777,7.0
48994,Smash-Up: Story of a Woman,1947,1947-03-01,4.2,0.553727,5.0
18767,Island of Fire,1990,1990-01-01,5.9,11.366852,26.0
10294,Vacancy,2007,2007-04-20,6.0,7.712309,406.0
32623,Night of the Ghouls,1959,1959-01-01,4.7,1.301056,11.0
1987,Benny's Video,1993,1993-04-14,7.1,5.865702,67.0
13067,In the Land of Women,2007,2007-04-16,5.8,9.351276,163.0
10111,Confetti,2006,2006-05-05,6.0,1.873214,20.0
30307,The Devil Commands,1941,1941-02-03,5.9,1.209468,8.0
1268,Mr. Bean's Holiday,2007,2007-03-22,6.1,10.19853,682.0
185158,The Grace Lee Project,2005,2005-03-11,0.0,0.003305,0.0
21810,Adam & Paul,2004,2004-08-27,6.9,3.311706,17.0
9785,The Invisible,2007,2007-04-27,6.0,6.097503,148.0
13280,Kickin' It Old Skool,2007,2007-04-27,4.1,7.364206,29.0
14636,The Condemned (2007),2007,2007-04-27,5.8,12.256231,219.0
559,Spider-Man 3,2007,2007-05-01,5.9,27.614265,3687.0
1950,Lucky You,2007,2007-05-01,5.4,5.731132,83.0
13352,It's a Very Merry Muppet Christmas Movie,2002,2002-11-29,5.4,1.991539,15.0
28304,The Furies,1950,1950-08-16,6.8,7.437611,13.0
20553,21 Up,1977,1977-01-01,7.9,1.554186,18.0
24397,Kiss Me Again (2006),2006,2006-04-28,4.6,1.649473,5.0
20525,Hana,2006,2006-06-02,6.2,1.51898,13.0
13894,Sharkwater,2006,2006-09-11,7.8,2.814765,20.0
38907,West (2002),2002,2002-05-23,6.3,0.565893,3.0
18549,Flannel Pajamas,2006,2006-11-17,0.0,0.004998,0.0
37933,Tales from Earthsea,2006,2006-07-29,6.5,9.409701,278.0
20025,Thieves' Highway,1949,1949-10-10,7.1,5.44131,20.0
14240,Maniac Cop,1988,1988-05-13,5.7,6.595038,87.0
13574,Year of the Dog,2007,2007-04-13,5.1,2.187418,22.0
13569,Thr3e,2006,2006-12-01,4.8,1.724012,21.0
49081,The Rocket: The Legend of Rocket Richard,2005,2005-10-25,6.1,0.860734,17.0
17439,Diggers (2006),2006,2006-01-01,5.5,3.662818,10.0
13171,The Ex,2006,2006-12-01,5.0,5.976385,64.0
16447,Woman Is the Future of Man,2004,2004-05-14,6.4,1.345288,6.0
4977,Paprika,2006,2006-10-01,7.7,7.128022,416.0
15008,The Flying Scotsman,2006,2006-08-16,6.7,2.228211,14.0
31866,Sylvia Scarlett,1935,1935-12-11,5.0,1.094282,12.0
46875,Fixed Bayonets!,1951,1951-11-21,6.1,3.183964,7.0
27904,Syndromes and a Century,2006,2006-08-31,7.1,1.851507,18.0
11705,Red Road,2006,2006-05-20,6.3,11.054764,62.0
19947,The Adventures of Mark Twain (1985),1985,1985-03-01,7.0,2.03644,22.0
43969,At Five in the Afternoon,2003,2003-05-16,6.6,0.336821,7.0
2269,Day Watch,2006,2006-01-01,6.2,7.42908,170.0
11798,This Is England,2006,2006-09-12,7.4,2.514638,370.0
28772,One Night in Mongkok,2004,2004-05-15,6.9,1.294122,14.0
1919,Away from Her,2006,2006-09-11,6.9,6.157162,54.0
4964,Knocked Up,2007,2007-06-01,6.2,9.058516,1255.0
2976,Hairspray (2007),2007,2007-07-13,6.5,7.768045,738.0
8421,Zidane - A 21st Century Portrait,2006,2006-05-23,5.5,0.610932,16.0
41380,The Prodigal Son (1981),1981,1981-11-10,6.6,0.368264,8.0
1562,28 Weeks Later,2007,2007-04-26,6.5,12.884191,1225.0
13159,Georgia Rule,2007,2007-05-11,5.6,7.281643,130.0
14547,Delta Farce,2007,2007-05-11,4.5,7.472887,42.0
11205,Wheels on Meals,1984,1984-08-17,7.0,7.068829,66.0
36676,Jonestown: The Life and Death of Peoples Temple,2006,2006-04-26,6.8,0.870182,15.0
38077,Red Dust (1932),1932,1932-10-22,7.2,1.108833,11.0
10004,Desperation,2006,2006-05-23,5.2,3.636449,45.0
43618,Tokyo Olympiad,1965,1965-09-24,8.0,0.643658,7.0
43397,Caught (1949),1949,1949-02-17,5.9,1.580085,20.0
25395,Blood Trails,2006,2006-04-20,2.4,0.583192,7.0
810,Shrek the Third,2007,2007-05-17,6.0,14.072479,2355.0
5723,Once,2007,2007-03-23,7.4,10.357064,457.0
285,Pirates of the Caribbean: At World's End,2007,2007-05-19,6.9,31.363664,4627.0
12526,Bug (2006),2006,2006-05-19,6.0,5.911303,167.0
3432,Mr. Brooks,2007,2007-06-01,6.8,7.423812,543.0
1872,Rise: Blood Hunter,2007,2007-04-28,4.7,4.482739,61.0
15568,Gracie,2007,2007-06-01,6.0,2.961621,17.0
14208,The Librarian: Return to King Solomon's Mines,2006,2006-10-09,5.8,12.49401,123.0
14207,The Librarian: Quest for the Spear,2004,2004-12-05,6.0,6.992152,173.0
24200,Fay Grim,2006,2006-09-11,6.7,5.052905,19.0
50153,The Man from Planet X,1951,1951-04-27,5.5,1.199625,15.0
18902,Zoo,2007,2007-01-20,5.5,2.168812,22.0
5488,"I'm a Cyborg, But That's OK",2006,2006-12-07,7.1,4.369975,126.0
15860,Dragon Tiger Gate,2006,2006-07-27,6.7,4.154861,55.0
8748,Eagle vs Shark,2007,2007-07-15,6.7,5.327507,77.0
3489,88 Minutes,2007,2007-02-14,5.7,8.552967,323.0
55823,The Great War,1959,1959-10-28,7.6,2.763792,45.0
10063,The Breed (2006),2006,2006-05-17,5.0,4.148276,82.0
13979,Day Night Day Night,2006,2006-05-25,6.0,0.278551,5.0
12225,Cashback,2006,2006-09-10,6.8,10.158533,369.0
298,Ocean's Thirteen,2007,2007-06-07,6.5,12.16276,2040.0
10832,Them,2006,2006-07-19,6.1,4.692506,147.0
36143,Flanders,2006,2006-08-30,6.5,0.446475,10.0
14064,Ten Canoes,2006,2006-06-29,6.7,1.372493,21.0
13742,Satan,2006,2006-02-01,5.9,3.620977,83.0
2241,Sun Alley,1999,1999-10-07,6.6,3.767086,27.0
39465,Godzilla vs. Mothra,1992,1992-12-12,6.1,1.838219,28.0
12561,Godzilla vs. Destoroyah,1995,1995-12-09,6.5,2.672437,30.0
36679,Godzilla vs. King Ghidorah,1991,1991-12-14,6.2,1.541436,28.0
40765,The Ghost Ship,1943,1943-12-24,6.7,0.872846,15.0
30574,Experiment Perilous,1944,1944-12-18,5.0,0.661871,5.0
37959,GO,2001,2001-10-20,6.8,1.416314,12.0
18206,Alone With Her,2006,2006-04-28,6.2,2.392367,20.0
1691,Hostel: Part II,2007,2007-06-08,5.6,8.916747,464.0
29617,Remember the Night,1940,1940-01-19,7.2,1.996129,25.0
1990,Paranoid Park,2007,2007-05-21,6.3,6.198003,126.0
170261,The Legend of Sleepy Hollow (1980),1980,1980-10-31,8.5,1.650688,4.0
22049,Starcrash,1978,1978-12-21,4.3,1.986584,33.0
9408,Surf's Up,2007,2007-06-08,5.9,11.526339,616.0
1979,Fantastic 4: Rise of the Silver Surfer,2007,2007-06-13,5.4,12.924254,2648.0
14043,Nancy Drew (2007),2007,2007-06-15,5.8,5.172308,146.0
10288,Fido,2006,2006-09-07,6.6,5.284805,137.0
74055,L'iceberg,2005,2005-12-07,5.0,0.038843,1.0
45664,Who the #$&% Is Jackson Pollock?,2006,2006-11-09,6.4,0.247659,6.0
1991,Death Proof,2007,2007-05-21,6.7,13.412137,1359.0
43353,Robot Monster,1953,1953-06-25,3.5,0.892476,17.0
9952,Rescue Dawn,2006,2006-09-09,6.9,9.604564,339.0
60400,The Blue Bird (1940),1940,1940-01-19,6.4,0.73103,8.0
32004,The Wedding Night,1935,1935-03-08,7.5,0.567427,2.0
17035,The Moguls,2005,2005-02-06,5.6,7.11869,27.0
17320,The TV Set,2006,2006-04-28,6.0,4.681832,19.0
21427,The Valet,2006,2006-03-29,6.0,7.696023,131.0
17660,Dodge City,1939,1939-03-31,6.7,2.53549,17.0
9724,The Mistress of Spices,2005,2005-09-11,5.5,2.286543,34.0
1294,Four Minutes,2006,2006-06-23,7.0,7.505997,31.0
33294,In Your Hands (2004),2004,2004-01-23,5.6,1.580642,8.0
57425,Once You're Born You Can No Longer Hide,2005,2005-05-13,7.5,1.359507,4.0
42700,The Night of the Generals,1967,1967-01-29,6.6,12.061386,34.0
12713,Comedy of Power,2006,2006-02-16,5.9,1.133439,14.0
25875,Silk (2006),2006,2006-09-28,6.4,2.230957,30.0
12543,Breaking News,2004,2004-06-10,6.5,3.1055,32.0
13120,In Search of a Midnight Kiss,2007,2007-04-27,6.4,1.573576,29.0
34573,Alice in Wonderland (1985),1985,1985-12-09,6.3,3.794133,15.0
71822,The Mystery of Picasso,1956,1956-05-18,6.6,0.432432,8.0
13807,Exiled,2006,2006-09-06,7.0,8.311721,46.0
11211,Bring It On: All or Nothing,2006,2006-08-08,5.8,0.316359,152.0
27138,Sybil (1976),1976,1976-11-14,7.2,1.899992,25.0
85535,David Holzman's Diary,1967,1967-01-01,7.6,0.177696,5.0
2748,Journey to Italy,1954,1954-09-07,7.3,4.092146,50.0
54934,Swoon,1992,1992-09-11,5.9,0.003013,8.0
125025,East Side Story,1997,1997-06-25,5.0,0.037099,1.0
55859,Knock On Wood,1954,1954-04-06,7.1,0.872895,8.0
27464,O.C. and Stiggs,1985,1985-01-01,4.5,2.354286,6.0
122291,The Homecoming,1973,1973-10-29,6.5,0.950147,2.0
28666,The Woman Chaser,1999,1999-10-08,4.9,0.531492,4.0
41930,Uranus,1990,1990-12-12,5.2,0.689138,3.0
75350,American Friends,1991,1991-03-22,6.2,0.003553,3.0
77621,Within Our Gates,1920,1920-01-12,5.0,0.769742,13.0
43229,Johnny Tremain,1957,1957-06-15,5.7,1.403067,8.0
266525,Alan & Naomi,1992,1992-01-31,4.3,0.904809,3.0
9815,Goal! II: Living the Dream,2007,2007-02-09,5.8,4.59233,147.0
12695,Still Smokin,1983,1983-05-06,5.4,3.767872,33.0
32575,Putney Swope,1969,1969-07-10,6.1,2.500992,15.0
49870,The Power of Nightmares,2004,2004-10-19,8.1,1.249407,26.0
37985,The Trials Of Darryl Hunt,2007,2007-06-15,6.8,0.153671,4.0
42464,O Lucky Man!,1973,1973-03-25,6.8,1.028117,20.0
2359,Sicko,2007,2007-05-18,7.3,6.766086,241.0
442,Popular Music,2004,2004-09-24,6.0,0.988777,17.0
25150,Awesome; I Fuckin' Shot That!,2006,2006-03-31,7.1,0.220449,6.0
63096,Tea and Sympathy,1956,1956-06-06,5.1,1.069177,9.0
43836,The Man in the Iron Mask (1939),1939,1939-07-13,7.0,0.838302,4.0
1988,A Mighty Heart,2007,2007-01-01,6.7,16.770196,97.0
3021,1408,2007,2007-07-12,6.5,9.196884,1372.0
2196,Death at a Funeral (2007),2007,2007-02-09,6.9,8.832907,508.0
18425,Clubland,2007,2007-08-03,5.2,1.174855,8.0
19606,High Road to China,1983,1983-03-18,5.7,2.738,23.0
1571,Live Free or Die Hard,2007,2007-06-20,6.4,14.886039,2122.0
2959,License to Wed,2007,2007-07-04,5.3,7.102076,258.0
6022,Evening,2007,2007-06-09,5.7,2.291288,48.0
2698,Evan Almighty,2007,2007-06-09,5.3,9.156877,1194.0
1858,Transformers,2007,2007-06-27,6.6,5.587707,4113.0
14125,Captivity,2007,2007-03-09,4.4,8.687797,134.0
675,Harry Potter and the Order of the Phoenix,2007,2007-06-28,7.4,21.3643,5633.0
3563,I Now Pronounce You Chuck & Larry,2007,2007-07-12,5.8,6.645799,640.0
40618,Bedtime Story,1964,1964-01-01,5.8,0.341946,6.0
26185,McQ,1974,1974-01-04,6.0,1.589822,25.0
31652,The Mean Season,1985,1985-02-15,5.8,6.473842,21.0
30443,Back in Action,1993,1993-01-01,6.7,0.499475,5.0
18763,Heart of the Dragon,1985,1985-09-09,6.9,2.301717,24.0
13491,Arn: The Knight Templar,2007,2007-12-17,6.4,7.294411,78.0
11404,Driving Lessons,2006,2006-04-30,6.3,5.511184,49.0
16083,First Snow,2006,2006-05-05,6.3,4.782755,49.0
37292,Broken Arrow (1950),1950,1950-08-01,6.3,8.83625,33.0
27683,The Last Time,2006,2006-10-01,5.5,3.587239,19.0
13402,Re-cycle,2006,2006-01-01,6.6,3.062052,41.0
19968,No Time For Sergeants,1958,1958-01-01,7.3,1.306304,18.0
24582,Manufactured Landscapes,2006,2006-09-09,7.3,1.170876,13.0
4688,Across the Universe,2007,2007-09-14,7.1,9.161581,419.0
13337,Broken English (2007),2007,2007-01-01,6.6,1.798357,20.0
27359,Brand Upon the Brain! A Remembrance in 12 Chapters,2007,2007-05-09,6.6,1.547591,20.0
101897,Boris and Natasha,1992,1992-04-17,1.8,0.768828,5.0
54494,The Sterile Cuckoo,1969,1969-10-22,4.1,0.454271,6.0
10857,When the Wind Blows,1986,1986-10-24,7.4,3.933121,71.0
81847,The Dawn Patrol (1930),1930,1930-08-20,5.8,0.578592,5.0
43898,The Lives of a Bengal Lancer,1935,1935-01-11,6.1,0.40855,8.0
44502,The Piano Tuner of Earthquakes,2005,2005-09-09,6.1,2.933613,7.0
18632,A Dog's Breakfast,2007,2007-03-03,5.9,9.17962,24.0
32444,Dorian Blues,2004,2004-01-01,6.3,2.288041,8.0
7547,Come Early Morning,2006,2006-01-10,5.9,4.834354,10.0
10074,Hot Rod,2007,2007-08-03,6.3,6.117846,317.0
2270,Stardust (2007),2007,2007-08-09,7.2,14.784525,1215.0
757,Murder Most Foul,1964,1964-03-01,6.7,3.119101,22.0
15581,Who's Your Caddy?,2007,2007-07-27,3.8,1.197217,18.0
14219,Skinwalkers (2006),2006,2006-03-20,4.5,10.069946,76.0
35,The Simpsons Movie,2007,2007-07-25,6.9,14.302911,2335.0
5857,I Know Who Killed Me,2007,2007-07-27,4.0,4.961439,81.0
3638,No Reservations,2007,2007-07-25,6.1,9.672317,336.0
6589,Underdog (2007),2007,2007-08-03,4.7,7.674338,171.0
8669,Charlie Bartlett,2008,2008-02-22,6.5,6.135652,228.0
15934,El cantante,2006,2006-09-12,6.0,1.904593,11.0
2503,The Bourne Ultimatum,2007,2007-08-03,7.3,18.173269,2938.0
14123,Bratz,2007,2007-08-03,5.1,9.033651,63.0
88527,Cruel Story of Youth,1960,1960-06-03,6.1,1.374058,10.0
155386,La Sierra,2005,2005-01-01,7.5,0.298019,4.0
4516,My Best Friend (2006),2006,2006-09-12,6.1,7.37236,59.0
8141,You Kill Me,2007,2007-02-09,6.2,4.725299,82.0
59995,Wild Tigers I Have Known,2006,2006-07-12,5.9,0.854778,11.0
14217,Reincarnation,2005,2005-10-26,5.8,4.693567,34.0
54546,China Blue,2005,2005-01-01,5.3,0.517793,5.0
10795,Tell No One (2006),2006,2006-11-01,7.4,10.239074,350.0
20163,Man's Job,2007,2007-02-23,7.0,0.845714,7.0
31777,Morning Glory (1933),1933,1933-08-18,5.7,1.376116,10.0
33916,Czech Dream,2004,2004-03-30,6.8,0.919556,10.0
24159,12:08 East of Bucharest,2006,2006-06-02,6.5,1.764346,22.0
1721,All the Way Boys,1972,1972-12-22,6.5,6.100067,71.0
31601,Teachers,1984,1984-10-05,5.7,2.275641,20.0
25360,Jack the Giant Killer (1962),1962,1962-05-17,5.3,5.397223,14.0
34588,If I Were You (2006),2006,2006-01-06,6.4,2.926799,60.0
40060,The Manitou,1978,1978-04-28,5.9,1.664737,16.0
18650,Miss Julie (1951),1951,1951-06-28,6.0,1.068448,12.0
8363,Superbad (2007),2007,2007-08-17,7.0,16.205105,2152.0
4658,Arctic Tale,2007,2007-06-17,6.6,1.499028,8.0
5956,Joshua (2007),2007,2007-01-21,5.9,6.941735,76.0
6535,Talk to Me,2007,2007-07-13,7.1,7.960831,36.0
1127,Princesses,2005,2005-09-02,6.9,2.923859,24.0
9847,The Tripper,2006,2006-04-20,5.1,2.030435,30.0
23861,Command Decision,1948,1948-12-23,6.5,0.803021,6.0
1393,The Cave of the Yellow Dog,2005,2005-07-27,7.3,1.903911,22.0
2701,Abraham,1994,1994-04-03,4.0,1.888149,1.0
12455,The Young Lieutenant,2005,2005-08-31,6.0,1.316087,17.0
28049,"Kill Baby, Kill",1966,1966-07-08,6.6,2.230793,38.0
23495,The War Tapes,2006,2006-10-22,7.3,0.273694,4.0
13074,Resurrecting the Champ,2007,2007-06-14,5.9,7.451281,62.0
17274,American Pastime,2007,2007-05-14,8.3,0.612093,2.0
17350,The Brice Man,2005,2005-01-01,5.5,5.079756,335.0
21494,Moliere,2007,2007-01-31,6.6,4.821828,46.0
5174,Rush Hour 3,2007,2007-08-08,6.1,9.718111,801.0
28742,1991: The Year Punk Broke,1992,1992-01-01,7.0,1.682201,11.0
9703,The Last Legion,2007,2007-04-19,5.0,8.920545,210.0
22085,The Last Casino,2004,2004-06-26,7.0,1.872955,10.0
3542,Lady Chatterley,2006,2006-11-01,5.9,1.963102,20.0
43750,Under the Yum-Yum Tree,1963,1963-10-23,6.0,0.83878,6.0
9750,Balls of Fury,2007,2007-08-29,5.0,5.325766,164.0
10760,Sydney White,2007,2007-09-21,6.0,6.463883,242.0
4349,The Kingdom (2007),2007,2007-08-22,6.5,13.842333,517.0
14223,Wind Chill,2007,2007-04-27,5.7,5.944181,98.0
13068,Rocket Science,2007,2007-01-19,6.3,3.563126,60.0
9561,TerrorStorm: A History of Government-Sponsored Terrorism,2006,2006-01-01,6.2,0.563891,8.0
14144,Daddy Day Camp,2007,2007-08-08,4.4,5.414213,94.0
4858,The Invasion,2007,2007-08-17,5.7,5.228837,366.0
10431,War (2007),2007,2007-08-24,6.0,12.077833,422.0
15156,Illegal Tender,2007,2007-08-24,7.6,1.689926,15.0
12435,The Nanny Diaries,2007,2007-08-24,6.1,6.764056,335.0
14877,September Dawn,2007,2007-05-17,5.0,1.676016,16.0
2082,Halloween (2007),2007,2007-08-31,5.9,11.607678,510.0
11835,Death Sentence (2007),2007,2007-08-31,6.4,6.612175,303.0
1845,2 Days in Paris,2007,2007-02-09,6.3,6.653254,106.0
14229,Do You Like Hitchcock?,2005,2005-03-19,5.4,1.002443,11.0
13385,Brighton Rock (1947),1947,1947-12-12,7.7,2.353181,30.0
6609,Keoma,1976,1976-11-25,6.3,2.739487,29.0
45211,Face to Face (1967),1967,1967-11-23,7.1,0.688316,12.0
48169,The Mercenary,1968,1968-08-28,7.5,1.06013,20.0
13958,The King of Kong,2007,2007-08-17,8.1,5.376821,148.0
81700,The Wool Cap,2004,2004-11-20,0.0,0.012693,0.0
2335,Taxi 4,2007,2007-02-10,5.4,10.442485,317.0
10961,Behind the Mask: The Rise of Leslie Vernon,2006,2006-10-13,6.6,5.241144,105.0
22779,Victory Through Air Power,1943,1943-07-17,5.1,0.914238,9.0
10071,The Brothers Solomon,2007,2007-09-07,4.9,7.985172,46.0
4351,Bordertown (2006),2006,2006-05-18,6.2,7.814821,65.0
12994,The Nines,2007,2007-01-21,6.1,5.491963,150.0
42735,Die! Die! My Darling!,1965,1965-03-21,5.2,1.852079,11.0
2882,Hunting and Gathering,2007,2007-02-10,6.6,6.532872,125.0
53975,New Wave,2008,2008-09-19,6.0,0.15538,1.0
13501,The Good Night,2007,2007-01-25,5.7,8.031164,41.0
6916,"Watch Out, We're Mad",1974,1974-03-29,7.3,5.244333,154.0
84242,Stories of Lost Souls,2004,2004-11-12,5.0,0.748956,3.0
1992,Planet Terror,2007,2007-04-06,6.5,10.370384,1109.0
5176,3:10 to Yuma (2007),2007,2007-09-06,6.9,18.079094,1210.0
4141,Shoot 'Em Up,2007,2007-07-26,6.3,7.259086,589.0
13173,The Ten,2007,2007-08-03,4.9,3.902162,57.0
14348,An Evening with Kevin Smith,2002,2002-12-17,7.5,2.241764,26.0
14786,Gotti,1996,1996-08-17,5.1,1.189465,12.0
31058,Bitter Rice,1949,1949-09-21,7.2,2.460003,21.0
19583,Fierce People,2005,2005-01-01,6.0,8.695263,35.0
4347,Atonement,2007,2007-08-29,7.4,8.913338,1075.0
13529,Daft Punk's Electroma,2006,2006-03-24,6.5,2.129522,26.0
13241,My Winnipeg,2007,2007-09-07,7.3,2.353003,17.0
523,Requiem (2006),2006,2006-03-02,7.0,2.457138,22.0
2009,"4 Months, 3 Weeks and 2 Days",2007,2007-08-24,7.4,9.990406,158.0
12901,No End in Sight,2007,2007-07-27,7.3,1.987795,23.0
13722,Mercenary for Justice,2006,2006-04-25,4.3,2.998537,27.0
3469,Far from the Madding Crowd (1967),1967,1967-01-01,6.5,4.377296,23.0
4413,The Brave One (2007),2007,2007-09-14,6.4,11.8027,258.0
6973,In the Valley of Elah,2007,2007-08-31,6.6,9.604552,265.0
7913,Rang De Basanti,2006,2006-01-26,7.2,4.102052,98.0
15019,I Could Never Be Your Woman,2007,2007-05-11,5.7,11.414893,94.0
77210,Design for Living,1933,1933-12-29,7.1,2.063066,44.0
4629,December Boys,2007,2007-09-20,6.2,4.661689,79.0
15361,Shanghai Kiss,2007,2007-03-17,5.9,6.397927,18.0
5353,The Hunting Party (2007),2007,2007-09-03,6.6,5.178628,96.0
2252,Eastern Promises,2007,2007-09-14,7.2,9.897909,867.0
14788,Bubble (2005),2005,2005-09-03,6.4,3.008299,36.0
14788,Bubble (2005),2005,2005-09-03,6.4,3.008299,36.0
63607,27 Missing Kisses,2000,2000-10-26,5.8,0.82155,5.0
13072,Brooklyn Rules,2007,2007-04-30,5.8,2.942202,19.0
30365,An Unreasonable Man,2007,2007-01-31,6.5,0.576198,6.0
42170,Vengeance Is Mine,1979,1979-04-21,7.7,1.753258,28.0
13754,Tekkonkinkreet,2006,2006-12-11,7.7,7.020628,80.0
14284,In the Shadow of the Moon,2007,2007-01-19,7.6,2.367893,31.0
20308,Stephanie Daley,2006,2006-01-21,6.2,6.196999,9.0
6641,Love and Other Disasters,2006,2006-09-09,5.9,5.630199,104.0
15071,The Contractor,2007,2007-07-10,5.4,3.013828,33.0
8414,Interview,2007,2007-01-20,6.4,3.518929,47.0
10425,The Death and Life of Bobby Z,2007,2007-07-23,5.8,10.77166,104.0
24170,Private Fears in Public Places,2006,2006-11-22,6.2,0.977421,11.0
20942,House of Bamboo,1955,1955-07-01,6.7,2.839764,14.0
7737,Resident Evil: Extinction,2007,2007-09-20,6.1,3.009134,1308.0
13257,Mr. Woodcock,2007,2007-09-14,4.9,9.461012,142.0
10030,Good Luck Chuck,2007,2007-09-21,5.6,7.456047,454.0
5915,Into the Wild,2007,2007-09-11,7.8,15.423538,3139.0
13680,The Game Plan,2007,2007-09-28,6.0,9.627676,434.0
4588,"Lust, Caution",2007,2007-09-28,6.8,6.96177,177.0
14313,Feast of Love,2007,2007-09-28,5.9,5.993691,53.0
2728,Postal,2007,2007-08-11,4.6,13.441185,94.0
2274,The Seeker: The Dark Is Rising,2007,2007-10-05,4.8,6.627076,111.0
9038,The Heartbreak Kid (2007),2007,2007-10-05,5.7,9.149612,414.0
7211,Dan in Real Life,2007,2007-10-26,6.5,8.936547,363.0
4538,The Darjeeling Limited,2007,2007-09-29,7.1,6.493474,876.0
2001,We Own the Night,2007,2007-05-25,6.5,7.572144,327.0
4517,Elizabeth: The Golden Age,2007,2007-09-09,6.6,7.608243,310.0
4566,Michael Clayton,2007,2007-09-28,6.6,7.857078,508.0
4520,Sleuth (2007),2007,2007-10-12,6.4,7.612498,154.0
6615,Lars and the Real Girl,2007,2007-10-12,7.1,8.025118,517.0
4513,30 Days of Night,2007,2007-10-17,6.2,8.764548,784.0
5125,Rendition,2007,2007-09-07,6.2,13.482558,207.0
3877,Things We Lost in the Fire,2007,2007-09-26,6.7,11.446274,90.0
8954,Reservation Road,2007,2007-09-13,6.6,4.368639,78.0
4771,Gone Baby Gone,2007,2007-10-19,7.2,6.148516,1034.0
10759,The Comebacks,2007,2007-10-19,4.9,3.324966,45.0
14251,Weirdsville,2007,2007-10-12,6.3,1.817658,19.0
14848,The Dog Problem,2006,2006-09-11,6.1,1.852095,19.0
14930,Relative Strangers,2006,2006-05-01,5.4,2.219063,20.0
9773,Alien Autopsy,2006,2006-04-07,5.8,11.409916,49.0
13538,Straightheads,2007,2007-04-27,5.1,5.112618,41.0
18421,Climates,2006,2006-09-07,6.5,2.145564,18.0
4512,The Assassination of Jesse James by the Coward Robert Ford,2007,2007-09-02,7.0,10.111313,792.0
84972,Chronicle of a Summer,1961,1961-10-20,6.5,0.405373,11.0
37954,The Breaking Point,1950,1950-10-06,7.0,1.826074,11.0
39893,The Nanny,1965,1965-10-27,6.4,1.433802,23.0
13197,10th & Wolf,2006,2006-02-19,6.3,3.034823,26.0
15048,Beaufort,2007,2007-02-02,7.0,2.449338,13.0
14041,Civic Duty,2006,2006-04-26,6.2,1.321251,13.0
9898,The Killing Floor,2007,2007-05-10,5.6,1.604539,14.0
1922,Irina Palm,2007,2007-02-13,6.9,2.350677,28.0
41044,I'm Reed Fish,2007,2007-06-01,5.8,3.305844,33.0
84567,Between Heaven and Hell,1956,1956-10-11,5.6,0.866993,7.0
15669,The Final Season,2007,2007-10-12,5.2,1.053739,14.0
2011,Persepolis,2007,2007-05-23,7.7,9.537501,461.0
5708,Control (2007),2007,2007-09-26,7.5,8.00969,206.0
5951,The Jane Austen Book Club,2007,2007-09-09,6.6,10.061477,121.0
114033,...And the Pursuit of Happiness,1986,1986-01-01,8.3,0.139649,3.0
